,CASE_STATUS,DECISION_DATE,VISA_CLASS,JOB_TITLE,FULL_TIME_POSITION,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,LOCATION,YEAR
275,CERTIFIED,2019-04-26,H-1B,DATA MODELER & SQL DEVELOPER,Y,"GLOBALPOINT, INC.",NEW YORK,NY,10036,117624.0,Year,III,"NEW YORK, NY",2019
276,CERTIFIED,2019-04-29,H-1B,DATABASE ENGINEER II,Y,"S&P GLOBAL MARKET INTELLIGENCE, INC.",NEW YORK,NY,10041,96366.0,Year,II,"NEW YORK, NY",2019
277,CERTIFIED,2019-04-29,H-1B,DATA ENGINEER,Y,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,CA,94105,121077.0,Year,II,"SAN FRANCISCO, CA",2019
278,CERTIFIED,2019-04-30,H-1B,DATA ENGINEER,Y,SCHOLASTIC INC.,NEW YORK,NY,10001,117624.0,Year,III,"NEW YORK, NY",2019
279,CERTIFIED,2019-05-01,H-1B,DATA ANALYTICS ENGINEER,Y,KAPLAN INC.,NEW YORK,NY,10017,117624.0,Year,III,"NEW YORK, NY",2019
280,CERTIFIED,2019-05-01,H-1B,"SOFTWARE ENGINEER, DATA INFRASTRUCTURE",Y,GM CRUISE LLC,SAN FRANCISCO,CA,94103,121077.0,Year,II,"SAN FRANCISCO, CA",2019
281,CERTIFIED,2019-05-02,H-1B,DATA ENGINEER,Y,WE WORK MANAGEMENT LLC,NEW YORK,NY,10011,117624.0,Year,III,"NEW YORK, NY",2019
282,CERTIFIED,2019-05-03,H-1B,SR. SOFTWARE DATA ENGINEER,Y,"TWITTER, INC.",SAN FRANCISCO,CA,94103,174117.0,Year,IV,"SAN FRANCISCO, CA",2019
283,CERTIFIED,2019-05-03,H-1B,"MTS 1, DATABASE ENGINEERING",Y,"STUBHUB, INC.",SAN FRANCISCO,CA,94105,147597.0,Year,III,"SAN FRANCISCO, CA",2019
284,CERTIFIED,2019-05-03,H-1B,"MANAGING DIRECTOR, DATABASE OPERATIONS",Y,TEACH FOR AMERICA,NEW YORK,NY,10004,96366.0,Year,II,"NEW YORK, NY",2019
285,CERTIFIED,2019-05-07,H-1B,SENIOR DATA ENGINEER,Y,"HACHETTE BOOK GROUP, INC.",NEW YORK,NY,10104,117624.0,Year,III,"NEW YORK, NY",2019
286,CERTIFIED,2019-05-10,H-1B,ENGINEERING TEAM LEAD - DATA PLATFORMS,Y,"SQUARESPACE, INC.",NEW YORK,NY,10014,138861.0,Year,IV,"NEW YORK, NY",2019
287,CERTIFIED,2019-05-16,H-1B,DATA ENGINEER,Y,"SPOTIFY USA, INC.",NEW YORK,NY,10007,117624.0,Year,III,"NEW YORK, NY",2019
288,CERTIFIED,2019-05-16,H-1B,CLOUD DATA ENGINEER 1615.49294,Y,GOOGLE LLC,SAN FRANCISCO,CA,94105,174117.0,Year,IV,"SAN FRANCISCO, CA",2019
289,CERTIFIED,2019-05-16,H-1B,"MANAGING DIRECTOR, DATABASE OPERATIONS",Y,TEACH FOR AMERICA,NEW YORK,NY,10004,96366.0,Year,II,"NEW YORK, NY",2019
290,CERTIFIED,2019-05-20,H-1B,PRINCIPAL DATA ENGINEER,Y,LENDINGCLUB CORPORATION,SAN FRANCISCO,CA,94105,147597.0,Year,III,"SAN FRANCISCO, CA",2019
291,CERTIFIED,2019-05-24,H-1B,SENIOR ORACLE DATABASE DEVELOPER,Y,RESOURCE LOGISTICS INC,NEW YORK,NY,10010,117624.0,Year,III,"NEW YORK, NY",2019
292,CERTIFIED,2019-06-03,H-1B,DATA ENGINEERING ANALYST,Y,ACCENTURE LLP,NEW YORK,NY,10017,96366.0,Year,II,"NEW YORK, NY",2019
293,CERTIFIED,2019-06-05,H-1B,"MANAGING DIRECTOR, DATABASE OPERATIONS",Y,TEACH FOR AMERICA,NEW YORK,NY,10004,117624.0,Year,III,"NEW YORK, NY",2019
294,CERTIFIED,2019-06-06,H-1B,DATA ENGINEER,Y,WE WORK MANAGEMENT LLC,SAN FRANCISCO,CA,94111,147597.0,Year,III,"SAN FRANCISCO, CA",2019
295,CERTIFIED,2019-06-07,H-1B,"SENIOR SOFTWARE ENGINEER, DATA INFRASTRUCTURE (JAVA)",Y,"SQUARE, INC.",SAN FRANCISCO,CA,94103,147597.0,Year,III,"SAN FRANCISCO, CA",2019
296,CERTIFIED,2019-06-11,H-1B,"SENIOR DATABASE ARCHITECT, BITBUCKET CLOUD",Y,"ATLASSIAN, INC.",SAN FRANCISCO,CA,94104,121077.0,Year,II,"SAN FRANCISCO, CA",2019
297,CERTIFIED,2019-06-12,H-1B,"SENIOR SOFTWARE ENGINEER, DATA INFRASTRUCTURE",Y,GM CRUISE LLC,SAN FRANCISCO,CA,94103,121077.0,Year,II,"SAN FRANCISCO, CA",2019
298,CERTIFIED,2019-06-12,H-1B,CLOUD DATA ENGINEER 1615.49294,Y,GOOGLE LLC,SAN FRANCISCO,CA,94105,174117.0,Year,IV,"SAN FRANCISCO, CA",2019
299,CERTIFIED,2019-06-18,H-1B,DATA ENGINEER,Y,"PAYJOY, INC",SAN FRANCISCO,CA,94107,121077.0,Year,II,"SAN FRANCISCO, CA",2019
300,CERTIFIED,2019-06-21,H-1B,PRINCIPAL DATA ENGINEER,Y,"ACTIVISION BLIZZARD MEDIA, LLC",SAN FRANCISCO,CA,94105,174117.0,Year,IV,"SAN FRANCISCO, CA",2019
301,CERTIFIED,2019-06-24,H-1B,LEAD DATABASE ENGINEER,Y,"S&P OPCO, LLC",NEW YORK,NY,10041,117624.0,Year,III,"NEW YORK, NY",2019
302,CERTIFIED,2019-06-28,H-1B,LEAD DATA ENGINEER - II,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94105,121077.0,Year,II,"SAN FRANCISCO, CA",2019
303,CERTIFIED,2019-06-28,H-1B,SENIOR BIG DATA DEVOPS ENGINEER,Y,LENDINGCLUB CORPORATION,SAN FRANCISCO,CA,94105,147597.0,Year,III,"SAN FRANCISCO, CA",2019
304,CERTIFIED,2019-07-01,H-1B,LEAD DATA ENGINEER - I,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94133,121077.0,Year,II,"SAN FRANCISCO, CA",2019
305,CERTIFIED,2019-07-01,H-1B,DATA SCIENTIST,Y,BLINK HEALTH GROUP LLC,NEW YORK,NY,10012,138861.0,Year,IV,"NEW YORK, NY",2019
306,CERTIFIED,2019-07-02,H-1B,SENIOR DATA ENGINEER,Y,LENDINGCLUB CORPORATION,SAN FRANCISCO,CA,94105,147597.0,Year,III,"SAN FRANCISCO, CA",2019
307,CERTIFIED,2019-07-03,H-1B,DATA ENGINEER,Y,"ABOUT, INC.",NEW YORK,NY,10036,96366.0,Year,II,"NEW YORK, NY",2019
308,CERTIFIED,2019-07-12,H-1B,DATA ENGINEER,Y,"YIELDMO, INC.",NEW YORK,NY,10011,117021.0,Year,III,"NEW YORK, NY",2019
309,CERTIFIED,2019-07-15,H-1B,"SOFTWARE ENGINEER, DATA PLATFORMS",Y,"STITCH FIX, INC.",SAN FRANCISCO,CA,94104,168958.0,Year,IV,"SAN FRANCISCO, CA",2019
310,CERTIFIED,2019-07-19,H-1B,DATA ANALYST,Y,MELTWATER NEWS US1 INC.,SAN FRANCISCO,CA,94104,119122.0,Year,II,"SAN FRANCISCO, CA",2019
311,CERTIFIED,2019-07-24,H-1B,SENIOR DATA ENGINEER I,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94133,119122.0,Year,II,"SAN FRANCISCO, CA",2019
312,CERTIFIED,2019-07-24,H-1B,LEAD DATA ENGINEER,Y,LENDINGCLUB CORPORATION,SAN FRANCISCO,CA,94105,168958.0,Year,IV,"SAN FRANCISCO, CA",2019
313,CERTIFIED,2019-07-25,H-1B,DATA WAREHOUSE DEVELOPER - EXPERT,Y,"ATHREYA, INC",NEW YORK,NY,10016,96595.0,Year,II,"NEW YORK, NY",2019
314,CERTIFIED,2019-07-26,H-1B,"PRINCIPAL DATA ENGINEER, BUSINESS INTELLIGENCE",Y,"YIELDMO, INC.",NEW YORK,NY,10011,137426.0,Year,IV,"NEW YORK, NY",2019
315,CERTIFIED,2019-07-26,H-1B,DATABASE DEVELOPER II,Y,VERACITY SOFTWARE INC,NEW YORK,NY,10167,96595.0,Year,II,"NEW YORK, NY",2019
316,CERTIFIED,2019-07-29,H-1B,SENIOR DATA ANALYST,Y,BLINK HEALTH GROUP LLC,NEW YORK,NY,10012,117021.0,Year,III,"NEW YORK, NY",2019
317,CERTIFIED,2019-07-29,H-1B,SENIOR DATA ENGINEER,Y,"VIDEOAMP, INC.",LOS ANGELES,CA,90064,135886.0,Year,IV,"LOS ANGELES, CA",2019
318,CERTIFIED,2019-07-30,H-1B,DATA ENGINEER,Y,TAKE-TWO INTERACTIVE SOFTWARE INC.,NEW YORK,NY,10036,137426.0,Year,IV,"NEW YORK, NY",2019
319,CERTIFIED,2019-07-31,H-1B,BIG DATA ENGINEER,Y,"STANDARD & POOR'S FINANCIAL SEVICES, LLC",NEW YORK,NY,10041,137426.0,Year,IV,"NEW YORK, NY",2019
320,CERTIFIED,2019-08-01,H-1B,DATA ENGINEER,Y,PIONEER CONSULTING SERVICES LLC,SAN FRANCISCO,CA,94107,94203.0,Year,I,"SAN FRANCISCO, CA",2019
321,CERTIFIED,2019-08-02,H-1B,SENIOR DATABASE ENGINEER,Y,"BOX, INC.",LOS ANGELES,CA,90025,135886.0,Year,IV,"LOS ANGELES, CA",2019
322,CERTIFIED,2019-08-05,H-1B,DATA PIPELINE ENGINEER,Y,"ROCKERBOX, INC.",NEW YORK,NY,10013,96595.0,Year,II,"NEW YORK, NY",2019
323,CERTIFIED,2019-08-05,H-1B,SENIOR DATA ENGINEER I,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94133,119122.0,Year,II,"SAN FRANCISCO, CA",2019
324,CERTIFIED,2019-08-07,H-1B,DATA ENGINEER,Y,"CHARTBOOST, INC.",SAN FRANCISCO,CA,94104,71531.0,Year,II,"SAN FRANCISCO, CA",2019
325,CERTIFIED,2019-08-09,H-1B,SR. DATA ENGINEER,Y,AETNA RESOURCES LLC,NEW YORK,NY,10013,117021.0,Year,III,"NEW YORK, NY",2019
326,CERTIFIED,2019-08-09,H-1B,SENIOR DATA ENGINEER,Y,"UNQORK, INC.",NEW YORK,NY,10011,137426.0,Year,IV,"NEW YORK, NY",2019
327,CERTIFIED,2019-08-13,H-1B,SENIOR DATA ENGINEER - II,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94158,119122.0,Year,II,"SAN FRANCISCO, CA",2019
328,CERTIFIED,2019-08-14,H-1B,SENIOR DATA ENGINEER I,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94133,119122.0,Year,II,"SAN FRANCISCO, CA",2019
329,CERTIFIED,2019-08-14,H-1B,DATA MODELER & SQL DEVELOPER,Y,"GLOBALPOINT, INC.",NEW YORK,NY,10038,117021.0,Year,III,"NEW YORK, NY",2019
330,CERTIFIED,2019-08-14,H-1B,SENIOR DATA ENGINEER - II,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94158,119122.0,Year,II,"SAN FRANCISCO, CA",2019
331,CERTIFIED,2019-08-15,H-1B,LEAD DATA ENGINEER I,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94133,119122.0,Year,II,"SAN FRANCISCO, CA",2019
332,CERTIFIED,2019-08-16,H-1B,SENIOR DATA ENGINEER,Y,HOME BOX OFFICE INC.,NEW YORK,NY,10001,137426.0,Year,IV,"NEW YORK, NY",2019
333,CERTIFIED,2019-08-26,H-1B,DATA ENGINEER,Y,"SHUTTERSTOCK, INC.",NEW YORK,NY,10118,96595.0,Year,II,"NEW YORK, NY",2019
334,CERTIFIED-WITHDRAWN,2019-08-28,H-1B,"SOFTWARE ENGINEER, DATA PLATFORM",Y,UNITY TECHNOLOGIES SF,SAN FRANCISCO,CA,94103,94203.0,Year,I,"SAN FRANCISCO, CA",2019
335,CERTIFIED,2019-09-03,H-1B,DATA PLATFORM ENGINEER,Y,"STITCH FIX, INC.",SAN FRANCISCO,CA,94104,168958.0,Year,IV,"SAN FRANCISCO, CA",2019
336,CERTIFIED,2019-09-04,H-1B,BIG DATA ENGINEER,Y,CAPRUS IT INC,NEW YORK,NY,10281,96595.0,Year,II,"NEW YORK, NY",2019
337,CERTIFIED,2019-09-12,H-1B,LEAD DATA ENGINEER I,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94133,119122.0,Year,II,"SAN FRANCISCO, CA",2019
338,CERTIFIED,2019-09-12,H-1B,PRINCIPAL DATA WAREHOUSE ENGINEER III,Y,LOCAL INITIATIVE HEALTH AUTHORITY FOR LOS ANGELES COUNTY,LOS ANGELES,CA,90017,135886.0,Year,IV,"LOS ANGELES, CA",2019
339,CERTIFIED,2019-09-12,H-1B,LEAD DATA ENGINEER II,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94133,119122.0,Year,II,"SAN FRANCISCO, CA",2019
340,CERTIFIED,2019-09-12,H-1B,LEAD DATA ENGINEER II,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94105,119122.0,Year,II,"SAN FRANCISCO, CA",2019
341,CERTIFIED,2019-09-12,H-1B,DATA ENGINEER II,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94158,94203.0,Year,I,"SAN FRANCISCO, CA",2019
342,CERTIFIED,2019-09-12,H-1B,SENIOR DATA ENGINEER I,Y,NISUM TECHNOLOGIES INC.,SAN FRANCISCO,CA,94133,119122.0,Year,II,"SAN FRANCISCO, CA",2019
343,CERTIFIED,2019-09-13,H-1B,SENIOR INFORMATICA DATA QUALITY DEVELOPER,Y,"BLOOMBERG, LP",NEW YORK,NY,10017,117021.0,Year,III,"NEW YORK, NY",2019
344,CERTIFIED,2019-09-16,H-1B,ETL DATA INTEGRATION DEVELOPER III,Y,LOCAL INITIATIVE HEALTH AUTHORITY FOR LOS ANGELES COUNTY,LOS ANGELES,CA,90017,114899.0,Year,III,"LOS ANGELES, CA",2019
345,CERTIFIED,2019-09-18,H-1B,"SENIOR SOFTWARE ENGINEER, CUSTOMER DATA",Y,SCHOLASTIC INC.,NEW YORK,NY,10011,137426.0,Year,IV,"NEW YORK, NY",2019
346,CERTIFIED,2019-09-20,H-1B,SR. DATA ENGINEER,Y,AETNA RESOURCES LLC,NEW YORK,NY,10013,117021.0,Year,III,"NEW YORK, NY",2019
347,CERTIFIED,2019-09-23,H-1B,LEAD DATA ENGINEER,Y,AETNA RESOURCES LLC,NEW YORK,NY,10013,137426.0,Year,IV,"NEW YORK, NY",2019
348,CERTIFIED,2019-09-30,H-1B,"TECHNOLOGY CONSULTANT, DATA ARCHITECT",Y,"SLALOM, LLC",NEW YORK,NY,10007,137426.0,Year,IV,"NEW YORK, NY",2019
349,WITHDRAWN,2019-01-16,H-1B,IT M&A DATA ANALYST,Y,"SALESFORCE.COM, INC.",SAN FRANCISCO,CA,94105,118456.0,Year,II,"SAN FRANCISCO, CA",2019
350,CERTIFIED,2019-01-14,H-1B,"SENIOR CONSULTANT, BIG DATA / ANALYTICS",Y,"AMAZON WEB SERVICES, INC.",SAN FRANCISCO,CA,94111,138091.0,Year,III,"SAN FRANCISCO, CA",2019
351,CERTIFIED,2019-01-22,H-1B,ASSOCIATE PRODUCT DATA ENGINEER,Y,"SLACK TECHNOLOGIES, INC.",SAN FRANCISCO,CA,94105,118456.0,Year,II,"SAN FRANCISCO, CA",2019
352,CERTIFIED,2019-01-25,H-1B,IT M&A DATA ANALYST,Y,"SALESFORCE.COM, INC.",SAN FRANCISCO,CA,94105,118456.0,Year,II,"SAN FRANCISCO, CA",2019
353,CERTIFIED,2019-01-28,H-1B,"SOFTWARE ENGINEER, DATA PLATFORM",Y,"ZENDESK, INC.",SAN FRANCISCO,CA,94103,118456.0,Year,II,"SAN FRANCISCO, CA",2019
354,CERTIFIED,2019-01-30,H-1B,ORACLE DATABASE CLOUD ARCHITECT,Y,"AMAZON WEB SERVICES, INC.",NEW YORK,NY,10001,99736.0,Year,II,"NEW YORK, NY",2019
355,CERTIFIED,2019-01-30,H-1B,BUSINESS DATA CONSULTANT,Y,"SALESFORCE.COM, INC.",SAN FRANCISCO,CA,94105,118456.0,Year,II,"SAN FRANCISCO, CA",2019
356,CERTIFIED,2019-02-08,H-1B,DATA ENGINEER,Y,"SALESFORCE.COM, INC.",SAN FRANCISCO,CA,94105,138091.0,Year,III,"SAN FRANCISCO, CA",2019
357,CERTIFIED,2019-02-12,H-1B,LEAD DATA ENGINEER,Y,TURO INC.,SAN FRANCISCO,CA,94105,157706.0,Year,IV,"SAN FRANCISCO, CA",2019
358,CERTIFIED,2019-02-18,H-1B,DATA ENGINEER III,Y,QUARTET HEALTH INC.,NEW YORK,NY,10036,122117.0,Year,III,"NEW YORK, NY",2019
359,CERTIFIED,2019-02-19,H-1B,DATA ENGINEER I,Y,"SHUTTERSTOCK, INC.",NEW YORK,NY,10118,144518.0,Year,IV,"NEW YORK, NY",2019
360,CERTIFIED,2019-02-19,H-1B,SENIOR DATA ENGINEER,Y,LEVI STRAUSS & CO.,SAN FRANCISCO,CA,94111,138091.0,Year,III,"SAN FRANCISCO, CA",2019
361,CERTIFIED,2019-02-21,H-1B,DATA ANALYST,Y,"SALESFORCE.COM, INC.",SAN FRANCISCO,CA,94105,118456.0,Year,II,"SAN FRANCISCO, CA",2019
362,CERTIFIED-WITHDRAWN,2019-02-28,H-1B,DATA MANAGEMENT ENGINEER,Y,"VUNGLE, INC.",SAN FRANCISCO,CA,94111,118456.0,Year,II,"SAN FRANCISCO, CA",2019
363,CERTIFIED,2019-03-01,H-1B,SENIOR DATA ENGINEER,Y,"SLACK TECHNOLOGIES, INC.",SAN FRANCISCO,CA,94105,138091.0,Year,III,"SAN FRANCISCO, CA",2019
364,CERTIFIED,2019-03-01,H-1B,DATA ENGINEERING TECH LEAD,Y,"DIALPAD, INC.",SAN FRANCISCO,CA,94111,118456.0,Year,II,"SAN FRANCISCO, CA",2019
365,CERTIFIED,2019-03-06,H-1B,SENIOR DATA ENGINEER,Y,"XTGLOBAL, INC.,",SAN FRANCISCO,CA,94109,118456.0,Year,II,"SAN FRANCISCO, CA",2019
366,CERTIFIED,2019-03-06,H-1B,DATA INFRASTRUCTURE ENGINEER,Y,GM CRUISE LLC,SAN FRANCISCO,CA,94103,118456.0,Year,II,"SAN FRANCISCO, CA",2019
367,CERTIFIED,2019-03-11,H-1B,DATA SCIENCE ENGINEER II,Y,"SOJERN, INC.",SAN FRANCISCO,CA,94111,118456.0,Year,II,"SAN FRANCISCO, CA",2019
368,CERTIFIED,2019-03-11,H-1B,DATA SCIENCE ENGINEER III,Y,"SOJERN, INC.",SAN FRANCISCO,CA,94111,118456.0,Year,II,"SAN FRANCISCO, CA",2019
369,CERTIFIED,2019-03-11,H-1B,DATA SCIENCE ENGINEER,Y,"OPENTABLE, INC.",SAN FRANCISCO,CA,94104,118456.0,Year,II,"SAN FRANCISCO, CA",2019
370,CERTIFIED-WITHDRAWN,2019-03-12,H-1B,DATA ENGINEER,Y,"CHANGE.ORG, PBC",SAN FRANCISCO,CA,94103,138091.0,Year,III,"SAN FRANCISCO, CA",2019
371,CERTIFIED,2019-03-12,H-1B,DATA SCIENTIST,Y,BIZRATE INSIGHTS INC.,LOS ANGELES,CA,90025,99174.0,Year,II,"LOS ANGELES, CA",2019
372,CERTIFIED,2019-03-12,H-1B,DATA ENGINEER,Y,NOVANTAS,NEW YORK,NY,10017,77334.0,Year,I,"NEW YORK, NY",2019
373,CERTIFIED,2019-03-13,H-1B,DATA ENGINEER,Y,"MEDIABRANDS WORLDWIDE, INC.",SAN FRANCISCO,CA,94111,138091.0,Year,III,"SAN FRANCISCO, CA",2019
374,CERTIFIED-WITHDRAWN,2019-03-13,H-1B,DATA ENGINEER,Y,"AMITREE, INC.",SAN FRANCISCO,CA,94103,138091.0,Year,III,"SAN FRANCISCO, CA",2019
375,CERTIFIED,2019-03-13,H-1B,SENIOR DATA ENGINEER,Y,SKUPOS INC.,SAN FRANCISCO,CA,94109,157706.0,Year,IV,"SAN FRANCISCO, CA",2019
376,CERTIFIED,2019-03-14,H-1B,"SENIOR SOFTWARE ENGINEER, DATA STREAMING",Y,"CHANGE.ORG, PBC",SAN FRANCISCO,CA,94103,157706.0,Year,IV,"SAN FRANCISCO, CA",2019
377,CERTIFIED,2019-03-15,H-1B,DATA PLATFORM ENGINEER,Y,"STITCH FIX, INC.",SAN FRANCISCO,CA,94104,138091.0,Year,III,"SAN FRANCISCO, CA",2019
378,CERTIFIED,2019-03-18,H-1B,DATA ENGINEER,Y,"ABOUT, INC.",NEW YORK,NY,10036,99736.0,Year,II,"NEW YORK, NY",2019
379,CERTIFIED,2019-03-18,H-1B,DATA SCIENCE ENGINEER,Y,"ADROLL, INC.",SAN FRANCISCO,CA,94110,118456.0,Year,II,"SAN FRANCISCO, CA",2019
380,CERTIFIED,2019-03-19,H-1B,DATA SCIENTIST,Y,"TAPJOY, INC.",SAN FRANCISCO,CA,94111,98842.0,Year,I,"SAN FRANCISCO, CA",2019
381,CERTIFIED,2019-03-19,H-1B,DATA SCIENCE ENGINEER,Y,"TAPJOY, INC.",SAN FRANCISCO,CA,94111,118456.0,Year,II,"SAN FRANCISCO, CA",2019
382,CERTIFIED,2019-03-20,H-1B,DATA SCIENCE ENGINEER,Y,"STANDARD & POOR'S FINANCIAL SERVICES, LLC",NEW YORK,NY,10041,99736.0,Year,II,"NEW YORK, NY",2019
383,CERTIFIED,2019-03-21,H-1B,"DATA ENGINEER, DATA PLATFORM",Y,"ZENDESK, INC.",SAN FRANCISCO,CA,94103,118456.0,Year,II,"SAN FRANCISCO, CA",2019
384,CERTIFIED,2019-03-21,H-1B,DATA ENGINEER,Y,"MARKETING EVOLUTION, INC.",NEW YORK,NY,10168,77334.0,Year,I,"NEW YORK, NY",2019
385,CERTIFIED,2019-03-21,H-1B,DATA ENGINEER,Y,"MARKETING EVOLUTION, INC.",NEW YORK,NY,10168,77334.0,Year,I,"NEW YORK, NY",2019
386,CERTIFIED,2019-03-21,H-1B,DATA ENGINEER,Y,"MARKETING EVOLUTION, INC.",NEW YORK,NY,10168,77334.0,Year,I,"NEW YORK, NY",2019
387,CERTIFIED,2019-03-22,H-1B,LEAD SOFTWARE ENGINEER - BIG DATA SERVICES,Y,"SALESFORCE.COM, INC.",SAN FRANCISCO,CA,94105,157706.0,Year,IV,"SAN FRANCISCO, CA",2019
388,CERTIFIED,2019-03-22,H-1B,ASSOCIATE DATA ENGINEER,Y,"AURA, INC.",SAN FRANCISCO,CA,94104,118456.0,Year,II,"SAN FRANCISCO, CA",2019
389,CERTIFIED,2019-03-26,H-1B,SOFTWARE ENGINEER - LOGS AND DATA 20509.6.1,Y,"DMAI, INC.",LOS ANGELES,CA,90024,99174.0,Year,III,"LOS ANGELES, CA",2019
390,CERTIFIED,2019-03-26,H-1B,DATABASE ADMINISTRATION SPECIALIST,Y,NASDAQ STOCK MARKET LLC,NEW YORK,NY,10036,99736.0,Year,II,"NEW YORK, NY",2019
391,CERTIFIED,2019-03-26,H-1B,SENIOR ENGINEER - DATA,Y,"SLACK TECHNOLOGIES, INC.",SAN FRANCISCO,CA,94105,157706.0,Year,IV,"SAN FRANCISCO, CA",2019
392,CERTIFIED,2019-03-28,H-1B,ASSOCIATE BIG DATA SPECIALIST,Y,"AMAZON WEB SERVICES, INC.",NEW YORK,NY,10001,77334.0,Year,I,"NEW YORK, NY",2019
393,CERTIFIED-WITHDRAWN,2019-03-29,H-1B,"SOFTWARE ENGINEER, DATA",Y,"VUNGLE, INC.",SAN FRANCISCO,CA,94111,118456.0,Year,II,"SAN FRANCISCO, CA",2019
394,CERTIFIED,2019-04-10,H-1B,SR. DATA ENGINEER: IT ECOMMERCE,Y,LEVI STRAUSS &AMP; CO.,SAN FRANCISCO,CA,94111,138091.0,Year,III,"SAN FRANCISCO, CA",2019
395,CERTIFIED,2019-04-15,H-1B,SENIOR BIG DATA ENGINEER,Y,CONTEXTLOGIC INC.,SAN FRANCISCO,CA,94104,157706.0,Year,IV,"SAN FRANCISCO, CA",2019
396,CERTIFIED,2019-04-18,H-1B,DATA ENGINEER,Y,"SOFTVISION, LLC",NEW YORK,NY,10282,99736.0,Year,II,"NEW YORK, NY",2019
397,CERTIFIED,2019-04-22,H-1B,"MANAGER, DATA VISUALIZATION & ENABLEMENT ENGINEER",Y,"SALESFORCE.COM, INC.",SAN FRANCISCO,CA,94105,157706.0,Year,IV,"SAN FRANCISCO, CA",2019
398,CERTIFIED,2019-04-22,H-1B,DATA ENGINEER,Y,"DROPBOX, INC.",SAN FRANCISCO,CA,94107,118456.0,Year,II,"SAN FRANCISCO, CA",2019
399,CERTIFIED,2019-04-30,H-1B,SR. SOFTWARE DATA ENGINEER,Y,1010DATA,NEW YORK,NY,10017,99736.0,Year,II,"NEW YORK, NY",2019
400,CERTIFIED,2019-05-13,H-1B,DATA ENGINEER,Y,"DROPBOX, INC.",SAN FRANCISCO,CA,94107,118456.0,Year,II,"SAN FRANCISCO, CA",2019
401,CERTIFIED,2019-05-16,H-1B,SENIOR DATA CLOUD ENGINEER,Y,LEVI STRAUSS &AMP; CO.,SAN FRANCISCO,CA,94111,138091.0,Year,III,"SAN FRANCISCO, CA",2019
402,CERTIFIED,2019-05-23,H-1B,DATA ENGINEER,Y,"OKTA, INC.",SAN FRANCISCO,CA,94105,157706.0,Year,IV,"SAN FRANCISCO, CA",2019
403,CERTIFIED,2019-06-11,H-1B,PRINCIPAL DATA ENGINEER (BI),Y,"RALLY HEALTH, INC.",SAN FRANCISCO,CA,94107,138091.0,Year,III,"SAN FRANCISCO, CA",2019
404,CERTIFIED,2019-06-19,H-1B,DATA QUALITY LEAD - GLOBAL PRODUCT,Y,LEVI STRAUSS &AMP; CO.,SAN FRANCISCO,CA,94111,157706.0,Year,IV,"SAN FRANCISCO, CA",2019
405,CERTIFIED,2019-06-25,H-1B,"SOFTWARE ENGINEER, DATA",Y,"AETION, INC.",NEW YORK,NY,10018,144518.0,Year,IV,"NEW YORK, NY",2019
406,CERTIFIED,2019-06-27,H-1B,MAP DATA ENGINEER,Y,"MAPBOX, INC.",SAN FRANCISCO,CA,94105,118456.0,Year,II,"SAN FRANCISCO, CA",2019
407,CERTIFIED,2019-07-01,H-1B,CLOUD DATA ARCHITECT,Y,"SLALOM, LLC",NEW YORK,NY,10007,144518.0,Year,IV,"NEW YORK, NY",2019
408,CERTIFIED,2019-07-03,H-1B,DATA ENGINEER,Y,IBM CORPORATION,NEW YORK,NY,10036,122117.0,Year,IV,"NEW YORK, NY",2019
409,CERTIFIED,2019-07-25,H-1B,"BACKEND ENGINEER, DATA SOLUTIONS",Y,"UBER TECHNOLOGIES, INC.",NEW YORK,NY,10018,144976.0,Year,IV,"NEW YORK, NY",2019
410,CERTIFIED-WITHDRAWN,2019-08-14,H-1B,"SENIOR SOFTWARE ENGINEER, DATA PLATFORM",Y,WE WORK MANAGEMENT LLC,NEW YORK,NY,10011,123032.0,Year,III,"NEW YORK, NY",2019
411,CERTIFIED-WITHDRAWN,2019-08-19,H-1B,SENIOR DATA ENGINEER,Y,SONDER USA INC.,SAN FRANCISCO,CA,94103,156749.0,Year,IV,"SAN FRANCISCO, CA",2019
412,CERTIFIED,2019-08-29,H-1B,STAFF DATA ENGINEER,Y,SONDER USA INC.,SAN FRANCISCO,CA,94103,156749.0,Year,IV,"SAN FRANCISCO, CA",2019
