,company_id,company_name,posted_date,remoteflex,locations,category,position,level,content_salary,content_year,content_prog_lang,content_line
0,15000175,UBS,2024-01-12,0,"NEW YORK, NY",Data and Analytics,Prime Brokerage and Clearing Compliance Analyst,mid,,1-2,,"['business needs. From gaining new experiences in different roles to acquiring', 'with their unique backgrounds, skills, experience levels and interests, who drive', 'diverse cultures, perspectives, skills and experiences within our workforce. Your team', ""plus) - ideally 1-2 years' experience in compliance, legal, risk control,"", 'more about how we hire: www.ubs.com/global/en/careers/experienced-professionals.html']"
0,15000383,Thermo Fisher Scientific,2024-04-14,1,FLEXIBLE / REMOTE,Data and Analytics,Sr Business Analytics Specialist (Spotfire) - Commercial Analytics,senior,,2+,"['SQL', 'Java']","['academic / vocational qualification Previous experience that provides the knowledge, skills,']"
0,15000318,Cencora,2024-04-04,1,"FLEXIBLE / REMOTE,OAKVILLE, CANADA",Data and Analytics,Associé Bilingue de la Pharmacovigilance / Bilingual Drug Safety Associate (20 Month Contract),mid,,1-3,,"['a strong asset; 1-3 years experience in Medical Information, Clinical Research', 'Safety or equivalent and related experience in pharmacy or pharmaceutical fields;']"
0,15000248,World Wide Technology,2024-02-16,1,FLEXIBLE / REMOTE,Data and Analytics,Associate Oracle Analyst,mid,,12,['SQL'],['users. <strong>Qualifications</strong> 0-3 years of experience in performing business or system']
0,12356,Nationwide Insurance,2022-01-27,1,FLEXIBLE / REMOTE,Data and Analytics,"GRC Continuous Control Monitoring (CCM) Lead - Consultant, Risk Mgmt. Compliance",mid,,more,,"['including leadership skills, competencies and experiences may take precedence.']"
0,12023,Humana,2024-04-02,1,FLEXIBLE / REMOTE,Data and Analytics,"Associate Director, Site Reliability Engineering - Automation Office",senior,,more,,"[""first We're seeking a passionate experienced leader to lead our Automation"", 'or more years of technical experience 2 or more years of', 'or more years of management experience Must be passionate about contributing', 'focused on continuously improving consumer experiences Preferred Qualifications Product Ownership experience', 'experiences Preferred Qualifications Product Ownership experience Experience in AIOps Experience with', 'to your relevant skills and experience at a time that is', 'demonstrated job related skills, knowledge, experience, education, certifications, etc. $126,800 -']"
0,12010,Walmart,2024-03-21,0,"LOS ANGELES, CA",Data and Analytics,"Senior Manager, Data Science - Advertising Measurement - Walmart Connect",senior,"['~$3', 'billion', 'dollar', 'closed', 'loop,', 'in-house', 'advertising', 'business', 'that', 'is', 'a', 'robust,', 'true', 'omnichannel,', 'media', 'services', 'division', 'with', 'WMC.', 'We', 'partner', 'closely', 'with', 'brands', 'on', 'strategies', 'and', 'solutions', 'that', 'harness', ""Walmart's"", 'unparalleled', 'omnichannel', 'influence.', 'We', 'deliver', 'relevant', 'retail', 'ads', 'and', 'experiences', 'that', 'connect', 'our', 'customers', 'with', 'the', 'brands', 'and', 'products', 'they', 'love.', 'And', 'we', 'use', ""Walmart's"", 'proprietary', 'online', 'and', 'in-store', 'data,', 'encompassing', '95%', 'of', 'American', 'households,', 'to', 'measure', 'campaign-correlated', 'sales', 'on', 'our', 'site', 'and', 'in', 'our', 'stores.', 'Walmart', 'Connect', 'is', 'seeking', 'an', 'experienced', 'data', 'science', 'leader', 'to', 'enable', 'deep', 'insights', 'and', 'capabilities', 'to', 'our', 'clients', 'through', 'advanced', 'analytics', 'and', 'machine', 'learning', 'techniques', '(e.g.', 'predictive', 'modeling,', 'optimization,', 'segmentation)', 'Location:', 'Open', 'to', 'San', 'Bruno,', 'CA', 'OR', 'Los', 'Angeles,', 'CA', 'Hybrid', 'flexible', 'working', 'model', 'What', 'you', 'will', 'be', 'doing:', 'Build/Lead/Manage', 'a', 'team', 'of', 'data', 'scientists', 'on', 'core', 'marketing', 'measurement', 'technical', 'problems', 'Present', 'various', 'aspects', 'of', 'marketing', 'analytics,', 'industry', 'approaches', 'and', 'new', 'trends', 'to', 'high', 'level', 'executives', 'Wear', 'the', 'product', 'manager', 'hat,', 'prepare', 'product', 'requirements', 'documents,', 'lead', 'product', 'development', 'efforts', 'Collaborate', 'with', 'engineering,', 'UX/UI,', 'sales,', 'marketing,', 'and', 'analytics', 'teams', 'to', 'design,', 'build,', 'and', 'launch', 'products', 'that', 'deliver', 'measurable', 'value', 'to', 'our', 'clients', 'Collaborate', 'with', 'key', 'stakeholders', 'to', 'gather', 'and', 'prioritize', 'product', 'requirements', 'and', 'feedback,', 'translating', 'them', 'into', 'actionable', 'product', 'features', 'and', 'improvements', 'Define', 'and', 'analyze', 'key', 'performance', 'indicators', 'that', 'inform', 'the', 'success', 'of', 'products,', 'using', 'data-driven', 'insights', 'to', 'drive', 'continuous', 'optimization', 'and', 'innovation', 'Perform', 'hands-on', 'modeling', 'and', 'complex', 'analyses', 'using', 'Python,', 'SQL', 'and/or', 'R', 'Build', 'and', 'enhance', 'marketing', 'and', 'media', 'mix', 'models', 'to', 'connect', 'the', 'impact', 'of', 'marketing', 'tactics', 'and', 'business', 'short-term', 'and', 'long-term', 'outcomes', 'Run', 'optimization', 'and', 'simulation', 'scenarios', 'to', 'help', 'provide', 'the', 'marketing', 'investment', 'and', 'allocation', 'recommendations', 'Marketing', 'leadership', 'and', 'CMO', 'Present', 'media', 'insights', 'and', 'recommendations', 'to', 'different', 'levels', 'of', 'senior', 'clients.', 'Explain', 'complex', 'modeling', 'approaches', 'in', 'simple', 'terms', 'and', 'develop', 'compelling', 'narratives', 'that', 'connect', 'modeling', 'results', 'with', 'business', 'problems', 'Partner', 'with', 'cross-functional', 'team', 'to', 'streamline', 'data', 'science', 'solutions', 'Integrate', 'disparate', 'data', 'sources', 'and', 'leverage', 'state-of-the-art', 'analytics', 'best', 'practices', 'in', 'order', 'to', 'deliver', 'integrated', 'actionable', 'insights', 'to', 'partners', 'and', 'senior', 'leadership', 'around', 'digital', 'marketing', 'optimization', 'Participate', 'in', 'goal', 'setting,', 'performance', 'review,', 'and', 'performance', 'management', 'for', 'team', 'members.', 'Participate', 'in', 'hiring', 'and', 'capacity', 'management', 'tasks.', 'Continuously', 'engage', 'with', 'senior', 'leadership', 'and', 'stakeholders', 'to', 'ensure', 'alignment', 'and', 'manage', 'interdependencies.', 'Minimum', 'Qualifications:', 'Strong', 'experience', 'in', 'a', 'dynamic', 'product', 'management', 'role', 'Proven', 'success', 'in', 'overseeing', 'all', 'elements', 'of', 'the', 'product', 'development', 'lifecycle', 'High', 'effectiveness', 'in', 'managing', 'cross-functional', 'teams', 'Experience', 'in', 'delivering', 'finely', 'tuned', 'product', 'marketing', 'strategies', 'Exceptional', 'writing', 'and', 'editing', 'skills,', 'combined', 'with', 'strong', 'presentation', 'and', 'public', 'speaking', 'skills', 'Proficient', 'coding', 'skills', '(SQL/Python/R)', 'and', 'database', 'knowledge', 'Experience', 'with', 'A/B', 'and', 'Multivariate', 'test', 'design', 'and', 'implementation', 'Experienced', 'in', 'building', 'market', 'mix', 'and', 'multi-touch', 'attribution', 'models', 'Experience', 'with', 'advertising,', 'measurement,', 'and/or', 'digital', 'marketing', 'analytics', '8+', 'years', 'post', 'academic', 'professional', 'experience', 'in', 'data', 'science,', 'measurement,', 'marketing', 'strategy', '&amp;', 'analytics', 'Masters', 'Degree:', 'Business,', 'Operations', 'Research,', 'Computer', 'Science,', 'Statistics,', 'Economics', 'or', 'related', 'field', ""Manager's"", 'Preferred', 'Qualifications', 'People', 'management', 'experience', 'Experience', 'with', 'advertising', 'technology', 'platforms', 'Ad', 'servers,', 'DSPs,', 'DMPs,', 'etc', 'Extensive', 'experience', 'with', 'predictive', 'modeling', 'algorithms', 'Excellent', 'technical', 'chops', 'and', 'advanced', 'programming', 'skills', 'with', 'experience', 'of', 'creating', 'Python', 'modules', 'PhD', 'degree', 'in', 'Business,', 'Operations', 'Research,', 'Computer', 'Science,', 'Statistics,', 'Economics,', 'or', 'a', 'related', 'field', 'About', 'Walmart', 'Connect', 'At', 'Walmart,', ""we've"", 'led', 'retail', 'for', 'over', '60', 'years', 'by', 'keeping', 'our', ""customers'"", 'needs', 'at', 'the', 'center', 'of', 'everything', 'we', 'do.', 'Our', 'latest', 'innovations', 'leverage', 'our', 'online', 'reach', 'and', 'massive', 'network', 'of', 'physical', 'stores', 'to', 'save', '160', 'million', 'weekly', 'omnichannel', 'customers', 'time', 'and', 'money', 'in', 'ways', 'no', 'other', 'retailer', 'can', 'match.', 'Walmart', 'Connect', 'is', 'building', 'a', 'robust', 'in-house', 'advertising', 'business', ""that's"", 'key', 'to', ""Walmart's"", 'growth', 'strategy.', 'Walmart', ""isn't"", 'simply', 'the', ""world's"", 'most', 'successful', 'retailer', '-', ""we're"", 'the', ""world's"", 'largest', 'company.', 'This', 'is', 'a', 'unique', 'opportunity', 'to', 'be', 'part', 'of', 'a', 'high-visibility', 'team', 'backed', 'by', 'the', 'most', 'talented', 'retail', 'colleagues', 'in', 'the', 'world', 'and', 'over', 'six', 'decades', 'of', 'success.', 'Join', 'us.', '#WMC', '#WALMARTCONNECT', 'Walmart,', 'Inc.', 'is', 'an', 'Equal', 'Opportunity', 'Employer', '-', 'By', 'Choice.', 'We', 'believe', 'we', 'are', 'best', 'equipped', 'to', 'help', 'our', 'associates,', 'customers,', 'and', 'the', 'communities', 'we', 'serve', 'live', 'better', 'when', 'we', 'really', 'know', 'them.', 'That', 'means', 'understanding,', 'respecting,', 'and', 'valuing', 'diversity', '-', 'unique', 'styles,', 'experiences,', 'identities,', 'ideas', 'and', 'opinions', '-', 'while', 'being', 'inclusive', 'of', 'all', 'people.', 'At', 'Walmart,', 'we', 'offer', 'competitive', 'pay', 'as', 'well', 'as', 'performance-based', 'incentive', 'awards', 'and', 'other', 'great', 'benefits', 'for', 'a', 'happier', 'mind,', 'body,', 'and', 'wallet.', 'Health', 'benefits', 'include', 'medical,', 'vision', 'and', 'dental', 'coverage.', 'Financial', 'benefits', 'include', '401(k),', 'stock', 'purchase', 'and', 'company-paid', 'life', 'insurance.', 'Paid', 'time', 'off', 'benefits', 'include', 'PTO', '(including', 'sick', 'leave),', 'parental', 'leave,', 'family', 'care', 'leave,', 'bereavement,', 'jury', 'duty,', 'and', 'voting.', 'Other', 'benefits', 'include', 'short-term', 'and', 'long-term', 'disability,', 'company', 'discounts,', 'Military', 'Leave', 'Pay,', 'adoption', 'and', 'surrogacy', 'expense', 'reimbursement,', 'and', 'more.', 'You', 'will', 'also', 'receive', 'PTO', 'and/or', 'PPTO', 'that', 'can', 'be', 'used', 'for', 'vacation,', 'sick', 'leave,', 'holidays,', 'or', 'other', 'purposes.', 'The', 'amount', 'you', 'receive', 'depends', 'on', 'your', 'job', 'classification', 'and', 'length', 'of', 'employment.', 'It', 'will', 'meet', 'or', 'exceed', 'the', 'requirements', 'of', 'paid', 'sick', 'leave', 'laws,', 'where', 'applicable.', 'For', 'information', 'about', 'PTO,', 'see', 'https://one.walmart.com/notices', '.', 'Live', 'Better', 'U', 'is', 'a', 'Walmart-paid', 'education', 'benefit', 'program', 'for', 'full-time', 'and', 'part-time', 'associates', 'in', 'Walmart', 'and', ""Sam's"", 'Club', 'facilities.', 'Programs', 'range', 'from', 'high', 'school', 'completion', 'to', ""bachelor's"", 'degrees,', 'including', 'English', 'Language', 'Learning', 'and', 'short-form', 'certificates.', 'Tuition,', 'books,', 'and', 'fees', 'are', 'completely', 'paid', 'for', 'by', 'Walmart.', 'Eligibility', 'requirements', 'apply', 'to', 'some', 'benefits', 'and', 'may', 'depend', 'on', 'your', 'job', 'classification', 'and', 'length', 'of', 'employment.', 'Benefits', 'are', 'subject', 'to', 'change', 'and', 'may', 'be', 'subject', 'to', 'a', 'specific', 'plan', 'or', 'program', 'terms.', 'For', 'information', 'about', 'benefits', 'and', 'eligibility,', 'see', 'One.Walmart', 'at', 'https://bit.ly/3iOOb1J', '.', 'The', 'annual', 'salary', 'range', 'for', 'this', 'position', 'is', '$132,000.00-$264,000.00']",8+,"['SQL', 'Python']","['deliver relevant retail ads and experiences that connect our customers with', 'Walmart Connect is seeking an experienced data science leader to enable', 'manage interdependencies. Minimum Qualifications: Strong experience in a dynamic product management', '8+ years post academic professional experience in data science, measurement, marketing', ""Manager's Preferred Qualifications People management experience Experience with advertising technology platforms"", 'servers, DSPs, DMPs, etc Extensive experience with predictive modeling algorithms Excellent', 'and advanced programming skills with experience of creating Python modules PhD', 'valuing diversity - unique styles, experiences, identities, ideas and opinions -', ""related field and 5 years' experience in an analytics related field."", ""related field and 3 years' experience in an analytics related field."", ""field. Option 3: 7 years' experience in an analytics or related"", 'Spark, Scala, or R, Supervisory experience, Using open source frameworks (for']"
0,15000146,Zendesk,2024-03-28,1,FLEXIBLE / REMOTE,Data and Analytics,Staff Engineer - Python/Data/Machine Learning,senior,,2+,"['AWS', 'Python']","['and growth mindset along with experience sharing knowledge. Preferred Qualifications: 2+', 'Qualifications: 2+ years of work experience in data/machine learning engineering 5+', 'passionate about delivering the right experience to end-users using sophisticated and', 'people a fulfilling and inclusive experience. Our hybrid way of working,', 'The intelligent heart of customer experience Zendesk software was built to', 'advocate for digital first customer experiences-and we stick with it in']"
0,901,Capital One,2024-01-30,0,"MCLEAN, VA,NEW YORK, NY,RICHMOND, VA",Data and Analytics,Principal Data Scientist - US Card,senior,"['$161,900', '-', '$184,800']",few,"['SQL', 'AWS']","['developing further. You have hands-on experience developing data science solutions using', 'a ROC curve. You have experience with clustering, classification, sentiment analysis,', 'Degree plus 5 years of experience in data analytics, or currently', 'At least 1 year of experience in open source programming languages', 'At least 1 year of experience with machine learning At least', 'At least 1 year of experience with relational databases Preferred Qualifications:', 'Mathematics) plus 3 years of experience in data analytics, or PhD', 'At least 1 year of experience working with AWS At least', ""AWS At least 3 years' experience in Python, Scala, or R"", ""R At least 3 years' experience with machine learning At least"", ""learning At least 3 years' experience with SQL Capital One will""]"
0,15000200,VaynerMedia,2024-03-12,0,"NEW YORK, NY",Data and Analytics,Creator Resident,mid,,,,
0,659,Meta,2024-04-14,1,FLEXIBLE / REMOTE,Data and Analytics,"Data Scientist, Product Analytics",mid,,2,,"['you will help define the experiences we build for billions of', 'technical field, or equivalent practical experience. A minimum of 2 years', 'of 2 years of work experience in analytics (minimum of 1', 'technical field, or equivalent practical experience. Degree must be completed prior', 'technical field, or equivalent practical experience. Degree must be completed prior', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,12152,State Street,2024-03-29,0,"BOSTON, MA,NEW YORK, NY",Data and Analytics,"Client implementation SME, Alpha Performance, Vice President",senior,,7,,"['for We are seeking an experienced client implementation SME to join', 'above preferred Minimum 7 years experience in the fintech space, implementing', ""believe our employees' diverse backgrounds, experiences and perspectives are a powerful""]"
0,15000275,Leidos,2024-03-23,1,FLEXIBLE / REMOTE,Data and Analytics,Airborne Sensor Operator,mid,"['$55,250.00', '-', '$99,875.00']",2+,,"['combination of maturity, skill and experience to function safely and effectively', 'BA/BS Degree and 2+ years experience. Additional experience may be used', 'and 2+ years experience. Additional experience may be used in lieu', 'COMINT Previous intelligence or operations experience providing analysis of multi-source information', 'multi-source information Previous ICS communication experience Must be able to successfully', 'Preferred Qualifications Advanced signals analysis experience Airborne TECHELINT and OPELINT experience', 'experience Airborne TECHELINT and OPELINT experience Strong understanding of frequency agile', 'Air-to-Air and Air-to-Ground communication coordination experience Previous ISR mission/intelligence product support', 'Previous ISR mission/intelligence product support experience Previous ISR and or instructor/evaluator', 'Previous ISR and or instructor/evaluator experience in a combat environment Previous', 'KUSS, PRC-117, VORTEX, data link experience AirborneISR Original Posting Date: 2024-03-22', 'responsibilities of the job, education, experience, knowledge, skills, and abilities, as']"
0,15000298,Google,2024-04-10,0,"ADDISON, TX,ATLANTA, GA,AUSTIN, TX,BOULDER, CO,CAMBRIDGE, MA,CHARLOTTE, NC,CHICAGO, IL,DURHAM, NC,HORN LAKE, MS,HOUSTON, TX,LAS VEGAS, NV,LOS ANGELES, CA,MIAMI, FL,MONTREAL, CANADA,NEW YORK, NY,PHOENIX, AZ,PORTLAND, OR,RALEIGH, NC,RESTON, VA,SALT LAKE CITY, UT,SAN FRANCISCO, CA,SEATTLE, WA,SUNNYVALE, CA,TORONTO, CANADA,WATERLOO, CANADA",Data and Analytics,"Field Solutions Developer III, Generative AI, Google Cloud",senior,"$171,000-$257,000",7,['Spark'],"['Engineering, Math, or equivalent practical experience. 7 years of experience in', 'practical experience. 7 years of experience in AI applications (e.g., deep', 'additional factors, including job-related skills, experience, and relevant education or training.']"
0,11711,Healthfirst,2024-03-09,0,"NEW YORK, NY",Data and Analytics,Population Health Strategy Manager,senior,"['$100,900', '-', '$145,775', 'All', 'Other', 'Locations', '(within', 'approved', 'locations):', '$86,500', '-', '$128,690']",,['SQL'],"['degree Preferred Qualifications: Relevant previous experience such as research, analytics, or', ""research, analytics, or project management experience on clinical quality initiatives Master's"", 'Supervisory, coaching, or team lead experience. Experience leading cross-functional work groups', 'leading cross-functional work groups Healthcare experience associated with population health outcomes,', 'be contingent upon your work experience, education, licenses and certifications, and']"
0,12170,Northwell Health,2024-03-01,0,"NEW YORK, NY",Data and Analytics,Registered Nurse (RN) - Cardio EPS,mid,,(5),,"['service line, years of relevant experience, education, credentials, negotiated contracts, budget']"
0,659,Meta,2024-04-14,0,"NEW YORK, NY",Data and Analytics,Marketing Science Partner - Amazon,senior,,8+,['SQL'],"['related field, or equivalent practical experience. 8+ years experience in a', 'equivalent practical experience. 8+ years experience in a directly related field', 'a Masters or 4+ years experience with a Ph.D) Experience independently', 'advanced analytical work Demonstrated leadership experience at an industry level and', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,12292,Square,2023-03-27,0,"NEW YORK, NY",Data and Analytics,"Senior Data Engineer - Infrastructure, TIDAL",senior,,5+,['AWS'],"['committed to an inclusive interview experience, including providing reasonable accommodations to']"
0,15000383,Thermo Fisher Scientific,2024-04-14,1,FLEXIBLE / REMOTE,Data and Analytics,Data Analyst III,mid,"$83,300.00-$125,000.00.",,['SQL'],"[""of diverse talent, backgrounds, and experiences, and you'll be empowered to""]"
0,659,Meta,2024-04-14,0,"NEW YORK, NY",Data and Analytics,Technical Artist | Avatars,senior,,5+,,"['Partner closely with art, engineering, user-experience, product management, and other teams', 'Minimum Qualifications: 5+ years of experience in game development or the', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,659,Meta,2024-04-14,0,"NEW YORK, NY",Data and Analytics,"Lead Counsel, Cybersecurity Law",senior,,3+,,"['3+ years of practicing attorney experience at a law firm, government,', 'in-house role 3+ years of experience working in the field of', 'cybersecurity or privacy Knowledge and experience with cybersecurity, data protection, criminal', 'court submissions) Communication and presentation experience Preferred Qualifications: 5+ years of', '5+ years of practicing attorney experience at a law firm, government,', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,15000298,Google,2024-04-10,0,"ATLANTA, GA,AUSTIN, TX,LOS ANGELES, CA,NEW YORK, NY,SAN FRANCISCO, CA",Data and Analytics,"Database Acceleration Specialist, Google Cloud",senior,"$159,000-$239,000",5,,"[""Bachelor's degree or equivalent practical experience. 5 years of experience in"", 'practical experience. 5 years of experience in SaaS, IaaS, and PaaS', 'Preferred qualifications: 12 years of experience promoting to executive enterprise customers.', 'additional factors, including job-related skills, experience, and relevant education or training.', 'Platform. Scale capability, execution, and experience through Product, Engineering, and Partner']"
0,12288,Xometry,2022-05-21,0,"LOS ANGELES, CA",Data and Analytics,Director of Data Analytics &amp; BI,senior,,,,
0,365,The Wall Street Journal,2024-04-14,0,"SAN FRANCISCO, CA",Data and Analytics,"Tech Editor, AI",mid,"['$50,000', '-', '$180,000']",,,"['Journal is looking for an experienced, creative journalist to lead our', ""based on the selected candidate's experience, industry knowledge, location, technical and""]"
0,12363,Snap,2021-11-25,0,"NEW YORK, NY",Data and Analytics,Compensation Manager,senior,,5+,,['']
0,1184,ViacomCBS Streaming,2024-04-13,0,"NEW YORK, NY",Data and Analytics,"Associate Data Scientist, Paramount Advertising",mid,"$74,400.00",2+,"['SQL', 'AWS', 'Python']","['field with 2+ years professional experience in data analytics, media tech', 'and oral communication skills, including experience building and communicating analytics to', 'in a STEM field. Professional experience excludes academic/intern-based work. #LI-IT Paramount', 'that creates premium content and experiences for audiences worldwide. Driven by', 'to geographic location, market demands, experience, training, and education. The benefits']"
0,901,Capital One,2024-01-23,0,"CHICAGO, IL,MCLEAN, VA,NEW YORK, NY,RICHMOND, VA",Data and Analytics,"Principal Associate - Data Scientist, Credit Infrastructure Imperative, Team Matrix",senior,"['$165,100', '-', '$188,500']",few,"['SQL', 'AWS']","['developing further. You have hands-on experience developing data science solutions using', 'a ROC curve. You have experience with clustering, classification, sentiment analysis,', 'Degree plus 5 years of experience in data analytics, or currently', 'At least 1 year of experience in open source programming languages', 'At least 1 year of experience with machine learning At least', 'At least 1 year of experience with relational databases Preferred Qualifications:', 'Mathematics) plus 3 years of experience in data analytics, or PhD', 'At least 1 year of experience working with AWS At least', ""AWS At least 3 years' experience in Python, Scala, or R"", ""R At least 3 years' experience with machine learning At least"", ""learning At least 3 years' experience with SQL Capital One will""]"
0,12015,Atos,2023-09-27,1,"FLEXIBLE / REMOTE,IRVING, TX",Data and Analytics,Radiology Data Annotator (Tumor Contour),mid,,3,,"['at least 3 years of experience reviewing tumor contours Experience in', 'may be substituted for required experience on a one to one-year', 'basis. Preferred: Three years of experience in scientific or experimental research', 'degree, one year of required experience KEY FUNCTIONS: Curate and annotate', 'on image guidance techniques. Direct experience using RayStation for image analysis,']"
0,15000037,Arcadia,2024-04-09,1,FLEXIBLE / REMOTE,Data and Analytics,Enterprise Implementation Manager,senior,,3,,"['and up to date hands-on experience with project management principles, tools', 'and account-level risks. Extensive healthcare experience, including industry knowledge of population', 'claims data strongly preferred, including experience with Tableau, QlikView, and SQL.']"
0,11971,Labcorp,2024-02-29,1,FLEXIBLE / REMOTE,Data and Analytics,"Employee Listening Sr. Manager, People Analytics",senior,,4+,,"['Analytics team is seeking an experienced and dynamic individual to lead', 'for enhancing the overall employee experience. Work with cross-functional teams to', 'managing a listening program Proven experience as a program manager, particularly', 'employee engagement survey programs, customer experience survey programs, or other listening', 'Labcorp offers great benefits, global experience and the opportunity to work', ""candidate's skills and prior relevant experience, applicable degrees/certifications, as well as""]"
0,15000172,CDW,2024-04-13,1,FLEXIBLE / REMOTE,Data and Analytics,Principal Consultant - Data Governance - Digital Velocity,senior,,(10),,"['mix of styles, perspectives, and experience. Establishes common objectives and a']"
0,61,Uber,2022-01-20,0,"NEW YORK, NY",Data and Analytics,Territory Operations Coordinator,mid,,two,['SQL'],"['up to two years of experience in marketing, CRM, or operations']"
0,12170,Northwell Health,2024-04-12,0,"NEW YORK, NY",Data and Analytics,Float RN,mid,,(5),,"['service line, years of relevant experience, education, credentials, negotiated contracts, budget']"
0,15000251,GXO,2024-04-11,1,FLEXIBLE / REMOTE,Data and Analytics,"Senior Industrial Engineer, Warehouse Design - Remote",senior,,2,,"['equivalent related work or military experience 2 years of engineering experience', 'experience 2 years of engineering experience in supply chain management, logistics,', 'also have: 7 years of experience as an Industrial Engineer Extensive', 'an Industrial Engineer Extensive AutoCAD experience Ability to travel up to', 'a plus Third-Party Logistics (3PL) experience warehousing, distribution center or fulfillment', 'warehousing, distribution center or fulfillment experience Analytical Project and resource management', 'Analytical Project and resource management experience We engineer faster, smarter, leaner', 'energetic, innovative people of all experience levels and talents who make']"
0,11831,PwC,2024-04-13,1,"ALBANY, NY,AUSTIN, TX,BALTIMORE, MD,BIRMINGHAM, AL,BOSTON, MA,BUFFALO, NY,CHARLOTTE, NC,CHICAGO, IL,CINCINNATI, OH,CLEVELAND, OH,COLUMBIA, SC,COLUMBUS, OH,DALLAS, TX,DARIEN, CT,DENVER, CO,DES MOINES, IA,DETROIT, MI,FAYETTEVILLE, AR,FLEXIBLE / REMOTE,FLORHAM PARK, NJ,FORT WORTH, TX,GRAND RAPIDS, MI,GREENSBORO, NC,HARTFORD, CT,HOUSTON, TX,INDIANAPOLIS, IN,IRVINE, CA,JACKSONVILLE, FL,KANSAS CITY, MO,LAS VEGAS, NV,LITTLE ROCK, AR,LOS ANGELES, CA,LOUISVILLE, KY,MELVILLE, NY,MIAMI, FL,MILWAUKEE, WI,MINNEAPOLIS, MN,NASHVILLE, TN,NEW ORLEANS, LA,NEW YORK, NY,OKLAHOMA CITY, OK,ORLANDO, FL,PHILADELPHIA, PA,PHOENIX, AZ,PITTSBURGH, PA,PORTLAND, OR,RALEIGH, NC,RICHMOND, VA,ROCHESTER, MA,ROSEMONT, IL,SACRAMENTO, CA,SALT LAKE CITY, UT,SAN ANTONIO, TX,SAN DIEGO, CA,SAN FRANCISCO, CA,SEATTLE, WA,SILICON VALLEY, CA,SPARTANBURG, SC,TAMPA, FL,TOLEDO, OH,TULSA, OK,WASHINGTON, DC,WATERBURY, VT,WEST PALM BEACH, FL",Data and Analytics,E&C Business Intelligence Analyst Senior Manager,senior,,6,['Azure'],"['Experience : 6 year(s) of experience in data analytics with a', '&amp; Compliance is preferred. Previous experience in a leadership or managerial', 'background in data science, including experience with statistical analysis, data mining,', 'does not intend to hire experienced or entry level job seekers']"
0,15000121,GE Vernova,2024-04-06,1,FLEXIBLE / REMOTE,Data and Analytics,Field Service Technician,mid,,,,['Characteristics: Electrical/mechanical service or maintenance experience will be the additional advantage']
0,15000029,TikTok,2024-02-15,0,"NEW YORK, NY",Data and Analytics,Security Analytics Data Scientist,senior,"['$147200', '-', '$269800']",5,['Python'],"['analytical and reporting skills. Significant experience with data visualization tools or', 'Minimum of 5 years of experience in data linkage and analysis,', 'Data pipeline or cloud engineering experiences - Familiarity with common Machine', 'are valued for their skills, experiences, and unique perspectives. Our platform', ""candidate's qualifications, skills, competencies and experience, and location. Base pay is""]"
0,11831,PwC,2024-03-19,0,"ATLANTA, GA,AUSTIN, TX,BOSTON, MA,CHARLOTTE, NC,CHICAGO, IL,DALLAS, TX,HOUSTON, TX,NEW YORK, NY,PHILADELPHIA, PA,SAN FRANCISCO, CA,SEATTLE, WA,SILICON VALLEY, CA,TAMPA, FL,WASHINGTON, DC",Data and Analytics,Workday Cloud Security & Controls Sr. Associate,senior,,3,,"['capabilities to improve end user experiences while managing risk. Our team', 'Experience : 3 year(s) of experience in ERP controls auditing, consulting', 'minimum of 1 year of experience with Workday. Preferred Qualifications :', 'does not intend to hire experienced or entry level job seekers']"
0,15000307,Merrill,2024-04-12,0,"BOSTON, MA,BREWER, ME,CHARLOTTE, NC,CHICAGO, IL,FORT WORTH, TX,NEW YORK, NY,PHOENIX, AZ,PLANO, TX,RICHMOND, VA",Data and Analytics,Fraud Sr. Policy Strategist,senior,,2+,,"['broad range of backgrounds and experiences and invest heavily in our', 'optimize the balance between client experience, risk, and reward Take the', 'product, fraud, risk, or analytic experience Required Qualifications: 2+ years of', '2+ years of Fraud/risk management experience Advanced PowerPoint and Excel skills']"
0,15000095,Appfire,2024-03-15,1,FLEXIBLE / REMOTE,Data and Analytics,Director of Data Science (remote),senior,,10+,"['Snowflake', 'SQL']",['10+ years of relevant industry experience or a combination of industry']
0,15000143,Simon Data,2024-04-02,1,"FLEXIBLE / REMOTE,NEW YORK, NY",Data and Analytics,Solutions Architect,senior,"['$115,000', 'to', '$140,000']",,,['represents a range commensurate with experience.</em>']
0,12337,Ada,2023-08-27,1,FLEXIBLE / REMOTE,Data and Analytics,Customer Solutions Consultant,mid,,,,
0,15000121,GE Vernova,2024-03-27,1,"CAIRO, EGYPT,FLEXIBLE / REMOTE",Data and Analytics,Projects & Tender Sourcing Specialist,senior,,5,,"['of 5 years of progressive experiences in project sourcing and people', 'English and Arabic Extensive sourcing experience and familiar with QCD indicators']"
