,JOB_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_POSTAL_CODE,PW_WAGE_LEVEL,YEAR,Cost of Living Plus Rent Index,ADJUSTED_P_WAGE,ENGINEER_TITLE,EMPLOYER_SIZE,SF,LA
395,SENIOR BIG DATA ENGINEER,CONTEXTLOGIC INC.,SAN FRANCISCO,94104,4,2019,98.6,159945.2,1,medium,1,0
396,DATA ENGINEER,"SOFTVISION, LLC",NEW YORK,10282,2,2019,100.0,99736.0,1,small,0,0
397,"MANAGER, DATA VISUALIZATION & ENABLEMENT ENGINEER","SALESFORCE.COM, INC.",SAN FRANCISCO,94105,4,2019,98.6,159945.2,1,small,1,0
398,DATA ENGINEER,"DROPBOX, INC.",SAN FRANCISCO,94107,2,2019,98.6,120137.9,1,medium,1,0
399,SR. SOFTWARE DATA ENGINEER,1010DATA,NEW YORK,10017,2,2019,100.0,99736.0,1,large,0,0
400,DATA ENGINEER,"DROPBOX, INC.",SAN FRANCISCO,94107,2,2019,98.6,120137.9,1,medium,1,0
401,SENIOR DATA CLOUD ENGINEER,LEVI STRAUSS &AMP; CO.,SAN FRANCISCO,94111,3,2019,98.6,140051.7,1,medium,1,0
402,DATA ENGINEER,"OKTA, INC.",SAN FRANCISCO,94105,4,2019,98.6,159945.2,1,small,1,0
403,PRINCIPAL DATA ENGINEER (BI),"RALLY HEALTH, INC.",SAN FRANCISCO,94107,3,2019,98.6,140051.7,1,large,1,0
404,DATA QUALITY LEAD - GLOBAL PRODUCT,LEVI STRAUSS &AMP; CO.,SAN FRANCISCO,94111,4,2019,98.6,159945.2,0,medium,1,0
405,"SOFTWARE ENGINEER, DATA","AETION, INC.",NEW YORK,10018,4,2019,100.0,144518.0,1,large,0,0
406,MAP DATA ENGINEER,"MAPBOX, INC.",SAN FRANCISCO,94105,2,2019,98.6,120137.9,1,small,1,0
407,CLOUD DATA ARCHITECT,"SLALOM, LLC",NEW YORK,10007,4,2019,100.0,144518.0,0,medium,0,0
408,DATA ENGINEER,IBM CORPORATION,NEW YORK,10036,4,2019,100.0,122117.0,1,large,0,0
409,"BACKEND ENGINEER, DATA SOLUTIONS","UBER TECHNOLOGIES, INC.",NEW YORK,10018,4,2019,100.0,144976.0,1,large,0,0
410,"SENIOR SOFTWARE ENGINEER, DATA PLATFORM",WE WORK MANAGEMENT LLC,NEW YORK,10011,3,2019,100.0,123032.0,1,medium,0,0
411,SENIOR DATA ENGINEER,SONDER USA INC.,SAN FRANCISCO,94103,4,2019,98.6,158974.6,1,large,1,0
412,STAFF DATA ENGINEER,SONDER USA INC.,SAN FRANCISCO,94103,4,2019,98.6,158974.6,1,large,1,0
413,SENIOR DATA ENGINEER,"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,3,2019,98.6,139207.9,1,small,1,0
414,"DIRECTOR, BIG DATA AND CLOUD PLATFORM SPECIALIST",UBS ASSET MANAGEMENT AMERICAS INC,NEW YORK,10019,4,2019,100.0,144976.0,0,large,0,0
415,"SENIOR SOFTWARE ENGINEER, GEODATA","MAPBOX, INC.",SAN FRANCISCO,94105,4,2019,98.6,158974.6,1,small,1,0
416,"VICE PRESIDENT, EDL BIG DATA ARCHITECT",JEFFERIES LLC,NEW YORK,10022,4,2019,100.0,144976.0,0,medium,0,0
417,"DATA ENGINEER, MACHINE LEARNING",ADOBE INC.,SAN FRANCISCO,94103,4,2019,98.6,158974.6,1,large,1,0
418,DATABASE RELIABILITY ENGINEER,VIANT TECHNOLOGY LLC,LOS ANGELES,90045,3,2019,73.9,170171.9,1,large,0,1
419,SENIOR DATA ANALYST,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NEW YORK,10029,2,2019,100.0,75275.0,0,medium,0,0
420,ORACLE/ SQL DATABASE ADMINISTRATOR,PVR AMERICA INC.,SAN FRANCISCO,94104,2,2019,98.6,89676.5,0,small,1,0
421,SENIOR DATABASE ADMINISTRATOR,"FOX CABLE NETWORK SERVICES, LLC",LOS ANGELES,90064,4,2019,73.9,158350.5,0,medium,0,1
422,DATABASE PROGRAM ANALYST,SEIU LOCAL 721,LOS ANGELES,90017,2,2019,73.9,100481.7,0,large,0,1
423,SENIOR DATABASE ADMINISTRATOR,"FOX CABLE NETWORK SERVICES, LLC",LOS ANGELES,90064,4,2019,73.9,158350.5,0,medium,0,1
424,DATABASE ADMINISTRATOR,"COMPUNNEL SOFTWARE GROUP, INC.",NEW YORK,10281,2,2019,100.0,83600.0,0,large,0,0
425,SR DATABASE ADMINISTRATOR,"WEBMD, LLC",NEW YORK,10014,4,2019,100.0,122200.0,0,small,0,0
426,SENIOR DATABASE ADMINISTRATOR,"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,4,2019,98.6,131791.1,0,small,1,0
427,ORACLE DATABASE ADMINISTRATOR,BYER CALIFORNIA,SAN FRANCISCO,94103,4,2019,98.6,126720.1,0,large,1,0
428,SENIOR DATABASE ENGINEER,WEBILENT TECHNOLOGY INC,NEW YORK,10285,2,2019,100.0,83512.0,1,medium,0,0
429,SENIOR ORACLE DATABASE ENGINEER,IPSOFT INCORPORATED,NEW YORK,10007,3,2019,100.0,102856.0,1,medium,0,0
430,DATABASE ADMINISTRATOR,IBM CORPORATION,NEW YORK,10017,2,2019,100.0,83512.0,0,large,0,0
431,DATABASE ADMINISTRATOR 3,CAPGEMINI AMERICA INC,NEW YORK,10007,3,2019,100.0,102856.0,0,large,0,0
432,DATABASE MANAGEMENT LEAD,JPMORGAN CHASE &AMP; CO.,NEW YORK,10001,4,2019,100.0,122200.0,0,medium,0,0
433,DATABASE ADMINISTRATOR,INNOVATECH SOLUTIONS INC,NEW YORK,10271,2,2019,100.0,83512.0,0,small,0,0
434,DATABASE ADMINISTRATOR,INNOVATECH SOLUTIONS INC,NEW YORK,10271,2,2019,100.0,83512.0,0,small,0,0
435,ASSOCIATE DATA ENGINEER,"SHIPT, INC.",SAN FRANCISCO,94103,2,2019,98.6,89676.5,1,small,1,0
436,DATA ANALYST,YAI-NATIONAL INSTITUTE FOR PEOPLE WITH DISABILITIES,NEW YORK,10001,1,2019,100.0,64168.0,0,small,0,0
437,DATABASE ARCHITECT 3,POLARIS CONSULTING & SERVICES LTD,NEW YORK,10004,3,2019,100.0,102856.0,0,medium,0,0
438,DATA ENGINEER - ASSOCIATE ANALYST,"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,2,2019,98.6,89676.5,1,small,1,0
439,DATABASE DEVELOPER,"HERMITAGE INFOTECH, LLC",NEW YORK,10016,2,2019,100.0,83512.0,0,medium,0,0
440,DATABASE ANALYST,"TECH MAHINDRA (AMERICAS),INC.",NEW YORK,10036,2,2019,100.0,83512.0,0,small,0,0
441,BUSINESS DATA ANALYST II,"DANIEL H COOK ASSOCIATES, INC.",NEW YORK,10001,2,2019,100.0,83512.0,0,large,0,0
442,HBI DATABASE ENGINEER,"ECLINICALWORKS, LLC",NEW YORK,10005,1,2019,100.0,64168.0,1,small,0,0
443,DATABASE ADMINISTRATOR,NHN GLOBAL INC,LOS ANGELES,90021,1,2019,73.9,71548.0,0,medium,0,1
444,ASSOCIATE DIRECTOR - SENIOR DATABASE ARCHITECT,"MOODY'S ANALYTICS, INC.",NEW YORK,10007,4,2019,100.0,122200.0,0,large,0,0
445,JUNIOR DATABASE ADMINISTRATOR,"SD&A TELESERVICES, INC.",LOS ANGELES,90045,1,2019,73.9,71548.0,0,large,0,1
446,DATABASE ANALYST,"MARLABS, INC",NEW YORK,10006,2,2019,100.0,83512.0,0,small,0,0
447,DATABASE ADMINISTRATOR 3,CAPGEMINI AMERICA INC,NEW YORK,10007,3,2019,100.0,102856.0,0,large,0,0
448,DATABASE ANALYST,"MARLABS, INC",NEW YORK,10005,2,2019,100.0,83512.0,0,small,0,0
449,PYTHON DEVELOPER/ SQL DATABASE ANALYST,TAX CREDIT CO,LOS ANGELES,90028,2,2019,73.9,100481.7,0,medium,0,1
450,DATABASE ANALYST,"TECH MAHINDRA (AMERICAS),INC.",NEW YORK,10038,2,2019,100.0,83512.0,0,small,0,0
451,SENIOR DATABASE ADMINISTRATOR,"PROSPER MARKETPLACE, INC.",SAN FRANCISCO,94105,4,2019,98.6,126720.1,0,large,1,0
452,DATABASE ADMINISTRATOR II,"S.B.V. PHARMACY, CORP.",NEW YORK,10029,2,2019,100.0,83512.0,0,small,0,0
453,ASSISTANT DIRECTOR - DATA OPERATIONS,"MOODY'S ANALYTICS, INC.",SAN FRANCISCO,94105,2,2019,98.6,89676.5,0,large,1,0
454,DATABASE ANALYST,"MARLABS, INC",NEW YORK,10006,2,2019,100.0,83512.0,0,small,0,0
455,DATA CENTER ADMINISTRATOR,"CLOUDFLARE, INC.",SAN FRANCISCO,94107,4,2019,98.6,126720.1,0,medium,1,0
456,DATABASE DEVELOPER,"SQUARE, INC.",SAN FRANCISCO,94103,4,2019,98.6,126720.1,0,medium,1,0
457,DATABASE ADMINISTRATOR,GSPM PHARMACY INC.,NEW YORK,10039,1,2019,100.0,64168.0,0,medium,0,0
458,DATABASE ADMINISTRATOR,SU-RAJ INTERGOLD INC.,NEW YORK,10036,2,2019,100.0,83512.0,0,small,0,0
459,DATA ANALYST,MATCHPOINT SOLUTIONS,SAN FRANCISCO,94103,2,2019,98.6,89676.5,0,medium,1,0
460,DATABASE ANALYST,"MARLABS, INC",NEW YORK,10001,2,2019,100.0,83512.0,0,small,0,0
461,DATABASE ADMINISTRATOR,IT PREMIA GROUP INC,NEW YORK,10281,2,2019,100.0,83512.0,0,small,0,0
462,DATABASE ADMINISTRATOR,WL GLOBAL CORP.,NEW YORK,10019,1,2019,100.0,64168.0,0,large,0,0
463,SENIOR DATABASE DEVELOPER,"3I INFOTECH, INC.",NEW YORK,10022,3,2019,100.0,102856.0,0,small,0,0
464,DATA ENGINEER,VOXELCLOUD INC,LOS ANGELES,90024,2,2019,73.9,100481.7,1,large,0,1
465,DATA ENGINEER,VOXELCLOUD INC,LOS ANGELES,90024,2,2019,73.9,100481.7,1,large,0,1
466,SENIOR DATA ARCHITECT,SIRIUS XM RADIO INC.,NEW YORK,10001,4,2019,100.0,122200.0,0,medium,0,0
467,DATABASE ADMINISTRATOR,"DAZZLON COMPUTER SERVICES, INC.",NEW YORK,10004,2,2019,100.0,83512.0,0,large,0,0
468,DATABASE ANALYST,"APPLIED PREDICTIVE TECHNOLOGIES, INC.",SAN FRANCISCO,94105,2,2019,98.6,89676.5,0,large,1,0
469,MI DATA ENGINEER,"POINT72, L.P.",NEW YORK,10001,3,2019,100.0,102856.0,1,large,0,0
470,DATABASE ADMINISTRATOR,ULFBEHRT LABS CORP,NEW YORK,10004,2,2019,100.0,83512.0,0,large,0,0
471,DATABASE ADMINISTRATOR II,MELBRAN DRUGS INC,NEW YORK,10032,2,2019,100.0,83512.0,0,small,0,0
472,SOFTWARE ENGINEER - DISTRIBUTED DATABASE SYSTEMS 20509.5.1,"DMAI, INC.",LOS ANGELES,90024,3,2019,73.9,129415.4,1,small,0,1
473,DATA OPERATIONS ANALYST,"MOODY'S ANALYTICS, INC.",SAN FRANCISCO,94105,2,2019,98.6,89676.5,0,large,1,0
474,DATABASE ADMINISTRATOR,SUPERIOR SOFTWARE AND TECHNOLOGY SOLUTIONS LLC,NEW YORK,10004,2,2019,100.0,83512.0,0,medium,0,0
475,DATABASE ADMINISTRATOR,SUPERIOR SOFTWARE AND TECHNOLOGY SOLUTIONS LLC,NEW YORK,10004,2,2019,100.0,83512.0,0,medium,0,0
476,MI DATA ASSOCIATE,"POINT72, L.P.",NEW YORK,10001,3,2019,100.0,102856.0,0,large,0,0
477,DATABASE ANALYST,OMNIGON COMMUNICATIONS LLC,LOS ANGELES,90067,2,2019,73.9,100481.7,0,medium,0,1
478,"MANAGER, DATA PLATFORM ENGINEERING","PROSPER MARKETPLACE, INC.",SAN FRANCISCO,94105,4,2019,98.6,126720.1,1,large,1,0
479,DATABASE ADMINISTRATOR,EXCEDON INC,NEW YORK,10022,2,2019,100.0,83512.0,0,medium,0,0
480,DATABASE ADMINISTRATOR,EXCEDON INC,NEW YORK,10022,2,2019,100.0,83512.0,0,medium,0,0
481,SENIOR DATABASE ADMINISTRATOR,"RALLY HEALTH, INC.",SAN FRANCISCO,94107,4,2019,98.6,126720.1,0,large,1,0
482,DATABASE ADMINISTRATOR,"BEYONDSPRING PHARMACEUTICALS, INC.",NEW YORK,10005,1,2019,100.0,64168.0,0,small,0,0
483,DATABASE ADMINISTRATOR/DATA SYSTEMS MANAGER,"UNITED METHODIST WOMEN, NATIONAL OFFICE",NEW YORK,10115,1,2019,100.0,64168.0,0,medium,0,0
484,SR. ENTERPRISE DATA MANAGER,"TWITTER, INC.",SAN FRANCISCO,94103,4,2019,98.6,126720.1,0,small,1,0
485,SQL DATABASE ADMINISTRATOR,IPSOFT INCORPORATED,NEW YORK,10007,1,2019,100.0,64168.0,0,medium,0,0
486,SENIOR DATA ANALYST,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NEW YORK,10017,2,2019,100.0,75275.0,0,medium,0,0
487,DATABASE ANALYST,MARVELLTECH LLC,SAN FRANCISCO,94104,2,2019,98.6,89676.5,0,medium,1,0
488,DATABASE ADMINISTRATOR,UTIS,NEW YORK,10271,2,2019,100.0,83512.0,0,medium,0,0
489,"ASSOCIATE, DATABASE MANAGEMENT ANALYST",JPMORGAN CHASE & CO.,NEW YORK,10001,2,2019,100.0,83512.0,0,medium,0,0
490,SR. DATABASE ADMINISTRATOR,"HOME BOX OFFICE, INC.",NEW YORK,10001,4,2019,100.0,122200.0,0,large,0,0
491,SENIOR ORACLE DATABASE ADMINISTRATOR,ZAASS LLC,NEW YORK,10013,2,2019,100.0,83512.0,0,medium,0,0
492,ORACLE DATABASE DEVELOPER,"SUMMITWORKS TECHNOLOGIES, INC.",NEW YORK,10010,2,2019,100.0,83512.0,0,medium,0,0
493,DATABASE ENGINEERING LEAD,"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,4,2019,98.6,126720.1,1,small,1,0
494,DATABASE DEVELOPER,ISITE TECHNOLOGIES INC,NEW YORK,10006,2,2019,100.0,83512.0,0,small,0,0
495,DATABASE DEVELOPER,"COSTAR REALTY INFORMATION, INC.",LOS ANGELES,90017,3,2019,73.9,129415.4,0,large,0,1
496,SENIOR DATABASE ADMINISISTRATOR,"NYSE MARKET (DE), INC.",NEW YORK,10005,4,2019,100.0,122200.0,0,small,0,0
497,DATA ENGINEER II,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NEW YORK,10017,4,2019,100.0,101795.0,1,medium,0,0
498,DATABASE ADMINISTRATOR,"AIT GLOBAL, INC.",NEW YORK,10001,4,2019,100.0,122200.0,0,large,0,0
499,DATABASE ADMINISTRATOR,INTALENT LLC,SAN FRANCISCO,94105,2,2019,98.6,89676.5,0,large,1,0
500,DATABASE ADMINISTRATOR,PARAMOUNT SOFTWARE SOLUTIONS,LOS ANGELES,90017,2,2019,73.9,100481.7,0,medium,0,1
501,SR. DATABASE ENGINEER,"ECLINICALWORKS, LLC",NEW YORK,10005,2,2019,100.0,83512.0,1,small,0,0
502,SR. DATABASE ADMINISTRATOR,"CYBERCUBE ANALYTICS, INC.",SAN FRANCISCO,94108,4,2019,98.6,126720.1,0,medium,1,0
503,SENIOR DATA ENGINEER,WE WORK MANAGEMENT LLC,NEW YORK,10011,3,2019,100.0,102856.0,1,medium,0,0
504,SENIOR DATABASE ENGINEER,"PYRAMID TECHNOLOGY SOLUTIONS, INC",LOS ANGELES,90028,2,2019,73.9,100481.7,1,large,0,1
505,DATABASE ADMINISTRATOR 2,CAPGEMINI AMERICA INC,NEW YORK,10005,2,2019,100.0,83512.0,0,large,0,0
506,SQL SERVER DATABASE ADMINISTRATOR,JSMN INTERNATIONAL INC.,NEW YORK,10003,2,2019,100.0,83512.0,0,small,0,0
507,DATABASE ANALYST,"MARLABS, INC",NEW YORK,10010,2,2019,100.0,83512.0,0,small,0,0
508,SR. DATABASE ADMINISTRATOR (SQL AND PRODUCTION SUPPORT),TOPGOLF,SAN FRANCISCO,94111,4,2019,98.6,130685.6,0,large,1,0
509,SR. DATABASE ENGINEER,"TWITTER, INC.",SAN FRANCISCO,94103,4,2019,98.6,130685.6,1,small,1,0
510,"VICE PRESIDENT, DATA MANAGEMENT","APPLIED PREDICTIVE TECHNOLOGIES, INC.",SAN FRANCISCO,94105,4,2019,98.6,130685.6,0,large,1,0
511,SQL DATABASE ADMINISTRATOR (SQL DBA),SOFTWARE PROGRAMMING GROUP LLC,NEW YORK,10022,2,2019,100.0,86528.0,0,medium,0,0
512,SR. DATABASE ENGINEER,"TWITTER, INC.",SAN FRANCISCO,94103,4,2019,98.6,130685.6,1,small,1,0
513,DATABASE ADMINISTRATOR,"RELIABLE SOFTWARE RESOURCES, INC.",LOS ANGELES,90071,3,2019,73.9,128403.2,0,medium,0,1
514,DATABASE ADMINISTRATOR,"REVOLUTION STAFFING, INC.",NEW YORK,10019,4,2019,100.0,127982.0,0,medium,0,0
515,DATABASE ADMINISTRATOR,"REVOLUTION STAFFING, INC.",NEW YORK,10019,4,2019,100.0,127982.0,0,medium,0,0
516,DATABASE ADMINISTRATOR IV,"CREDIT KARMA, INC.",SAN FRANCISCO,94102,3,2019,98.6,109189.7,0,medium,1,0
517,DATABASE ADMINISTRATOR,3K TECHNOLOGIES LLC,LOS ANGELES,90045-2659,3,2019,73.9,128403.2,0,small,0,1
518,ORACLE DATABASE ADMINISTRATOR,IPSOFT INCORPORATED,NEW YORK,10007,3,2019,100.0,107245.0,0,medium,0,0
519,DATABASE DEVELOPER,"INFOTECH SPECTRUM, INC",NEW YORK,10007,3,2019,100.0,107245.0,0,small,0,0
520,SENIOR DATABASE OPERATIONS ENGINEER,"PAYPAL, INC.",SAN FRANCISCO,94107,4,2019,98.6,130685.6,1,large,1,0
521,DATABASE ADMINISTRATOR,"COMPUNNEL SOFTWARE GROUP, INC.",NEW YORK,10165,2,2019,100.0,86528.0,0,large,0,0
522,MS SQL DATABASE ADMINISTRATOR,"FOREVER 21, INC.",LOS ANGELES,90031,2,2019,73.9,100650.9,0,large,0,1
523,DATA STRATEGY & STANDARD PARTNER,"QBE AMERICAS, INC.",NEW YORK,10041,4,2019,100.0,127982.0,0,medium,0,0
524,DATABASE ADMINISTRATOR,"MUTEX SYSTEMS, INC.",NEW YORK,10003,3,2019,100.0,107245.0,0,small,0,0
525,DATABASE ENGINEERING SENIOR,"SALESFORCE.COM, INC.",SAN FRANCISCO,94105,4,2019,98.6,130685.6,1,small,1,0
526,DATA ANALYST 2,CAPGEMINI AMERICA INC,NEW YORK,10112,2,2019,100.0,74443.0,0,large,0,0
527,DATA ANALYST,"SAVI TECHNOLOGIES, INC.",SAN FRANCISCO,94111,1,2019,98.6,74036.5,0,small,1,0
528,DATA ANALYST,SUPERLOGIX INC,NEW YORK,10005,2,2019,100.0,77750.0,0,medium,0,0
529,SENIOR DATA ANALYST-BUSINESS INTELLIGENCE,"FLORENT AI, INC.",NEW YORK,10031,2,2019,100.0,74443.0,0,medium,0,0
530,"SENIOR DATA ARCHITECT, BUSINESS INTELLIGENCE",SIRIUS XM RADIO INC.,NEW YORK,10001,4,2019,100.0,106954.0,0,medium,0,0
531,DATA ANALYST 2,CAPGEMINI AMERICA INC,NEW YORK,10112,2,2019,100.0,74443.0,0,large,0,0
532,MEDIA DATA & REPORTING ANALYST (15-1199.08),CONVERGE DIRECT LLC,NEW YORK,10016,1,2019,100.0,51064.0,0,small,0,0
533,DATA ENGINEER,"FACEBOOK, INC.",NEW YORK,10003,2,2019,100.0,74443.0,1,medium,0,0
534,DATA ANALYST,"COMPREHENSIVE RESOURCES, INC.",NEW YORK,10003,2,2019,100.0,74443.0,0,medium,0,0
535,DATA SCIENTIST,"FACEBOOK, INC.",NEW YORK,10003,2,2019,100.0,74443.0,0,medium,0,0
536,DATA ANALYST 2,CAPGEMINI AMERICA INC,NEW YORK,10005,2,2019,100.0,74443.0,0,large,0,0
537,SENIOR DATA STRATEGY ANALYST,NEUSTAR INFORMATION SERVICES,NEW YORK,10017,3,2019,100.0,97843.0,0,medium,0,0
538,DATA ANALYST 3,CAPGEMINI AMERICA INC,NEW YORK,10004,3,2019,100.0,97843.0,0,large,0,0
539,DATA ANALYST 3,CAPGEMINI AMERICA INC,NEW YORK,10004,3,2019,100.0,97843.0,0,large,0,0
540,DATA ANALYST,"CISCO SYSTEMS, INC.",NEW YORK,10119,3,2019,100.0,97843.0,0,small,0,0
541,"ASSOCIATE, DATA ANALYST",JPMORGAN CHASE & CO.,NEW YORK,10036,2,2019,100.0,74443.0,0,medium,0,0
542,DATA ENGINEER,"FACEBOOK, INC.",NEW YORK,10003,3,2019,100.0,97843.0,1,medium,0,0
543,DATA ANALYST 2,CAPGEMINI AMERICA INC,NEW YORK,10003,2,2019,100.0,74443.0,0,large,0,0
544,DATA ANALYST,"SYMBIOUN TECHNOLOGIES, INC.",NEW YORK,10019,2,2019,100.0,74443.0,0,small,0,0
545,DATA WAREHOUSE SPECIALIST,TATA CONSULTANCY SERVICES LIMITED,NEW YORK,10281,2,2019,100.0,74443.0,0,medium,0,0
546,"DATA SCIENTIST, ANALYTICS AND DATA","WILLIAMS-SONOMA, INC.",SAN FRANCISCO,94111,2,2019,98.6,95604.5,0,large,1,0
547,"SENIOR DATA SCIENTIST, CUSTOMER ANALYTICS","FUNDING CIRCLE USA, INC.",SAN FRANCISCO,94111,3,2019,98.6,120075.1,0,large,1,0
548,DATA ANALYST 2,CAPGEMINI AMERICA INC,NEW YORK,10019,2,2019,100.0,74443.0,0,large,0,0
549,"ASSOCIATE, MACHINE LEARNING DATA SCIENTIST",JPMORGAN CHASE & CO.,NEW YORK,10001,2,2019,100.0,74443.0,0,medium,0,0
550,DATA WAREHOUSE SPECIALIST,TATA CONSULTANCY SERVICES LIMITED,NEW YORK,10004,2,2019,100.0,74443.0,0,medium,0,0
551,"ANALYST, DATA & ANALYSIS","DIGITAS, INC.",NEW YORK,10014,1,2019,100.0,51064.0,0,medium,0,0
552,BUSINESS DATA ANALYST,FLUZ FLUZ LLC,NEW YORK,10036,2,2019,100.0,74443.0,0,small,0,0
553,BUSINESS DATA ANALYST,FLUZ FLUZ LLC,NEW YORK,10036,1,2019,100.0,51064.0,0,small,0,0
554,BUSINESS DATA ANALYST,"CERTIK, LLC",NEW YORK,10017,1,2019,100.0,51064.0,0,small,0,0
555,DATA ANALYST,AI MEDIA GROUP LLC.,NEW YORK,10018,2,2019,100.0,74443.0,0,large,0,0
556,"ASSOCIATE, DATA SCIENCE & MACHINE LEARNING",JPMORGAN CHASE & CO.,NEW YORK,10017,2,2019,100.0,74443.0,0,medium,0,0
557,LEAD DATA SCIENTIST,ICUEMOTION LLC,SAN FRANCISCO,94103,4,2019,98.6,144524.3,0,medium,1,0
558,DATA ANALYST,"ROCKET TRAVEL, INC.",NEW YORK,10001,2,2019,100.0,74443.0,0,small,0,0
559,DATA SCIENCE PROJECT MANAGER,"BIZ2CREDIT, INC",NEW YORK,10018,2,2019,100.0,74443.0,0,medium,0,0
560,DATA ANALYST,"SYMBIOUN TECHNOLOGIES, INC.",NEW YORK,10019,2,2019,100.0,74443.0,0,small,0,0
561,DATA ENGINEER,AETNA RESOURCES LLC,NEW YORK,10013,2,2019,100.0,74443.0,1,medium,0,0
562,DIRECTOR (DTP DATA ANALYST),FTI CONSULTING TECHNOLOGY LLC,NEW YORK,10036,2,2019,100.0,74443.0,0,medium,0,0
563,DELIVERY DATA SCIENTIST,MICROSOFT CORPORATION,NEW YORK,10036,2,2019,100.0,74443.0,0,medium,0,0
564,"ASSOCIATE, DATA ENGINEER",JPMORGAN CHASE & CO.,NEW YORK,10001,2,2019,100.0,74443.0,1,medium,0,0
565,DATA SCIENTIST,LAZARD FRERES & CO. LLC,NEW YORK,10020,2,2019,100.0,74443.0,0,large,0,0
566,SR. DATA ENGINEER,AETNA RESOURCES LLC,NEW YORK,10013,2,2019,100.0,74443.0,1,medium,0,0
567,DATA SCIENTIST - CONTENT SOLUTIONS,"MOODY'S ANALYTICS, INC.",NEW YORK,10007,3,2019,100.0,97843.0,0,large,0,0
568,DATA ANALYST,CAPTAIN CAPITAL MANAGEMENT LLC,NEW YORK,10036,1,2019,100.0,51064.0,0,large,0,0
569,DATABASE MANAGER,"HAVER ANALYTICS, INC.",NEW YORK,10165,1,2019,100.0,51064.0,0,small,0,0
570,DATA SCIENTIST,LAZARD FRERES & CO. LLC,NEW YORK,10020,2,2019,100.0,74443.0,0,large,0,0
571,BUSINESS DATA ANALYST,"CERTIK, LLC",NEW YORK,10017,2,2019,100.0,74443.0,0,small,0,0
572,DATA ANALYST,FUTRAN SOLUTIONS INC.,LOS ANGELES,90010,2,2019,73.9,85564.3,0,small,0,1
573,DATA ANALYST 2,CAPGEMINI AMERICA INC,NEW YORK,10003,2,2019,100.0,74443.0,0,large,0,0
574,DATA ACQUISITION ANALYST,OFF MARKET DATA INC.,NEW YORK,10012,2,2019,100.0,74443.0,0,large,0,0
575,DATA SCIENTIST,"COEDITION, INC.",NEW YORK,10011,2,2019,100.0,74443.0,0,small,0,0
576,ECOMMERCE DATA WAREHOUSE ASSOCIATE,"PEPSICO, INC.",NEW YORK,10017,2,2019,100.0,74443.0,0,large,0,0
577,ASSOCIATE DATA ANALYST,"COLLECTIVE HEALTH, INC.",SAN FRANCISCO,94107,2,2019,98.6,95604.5,0,medium,1,0
578,DATA ANALYST,"SYMBIOUN TECHNOLOGIES, INC.",NEW YORK,10019,2,2019,100.0,74443.0,0,small,0,0
579,DATA SCIENTIST,ADVANCED ASSESSMENT SYSTEMS INC,NEW YORK,10011,2,2019,100.0,74443.0,0,medium,0,0
580,LEAD MARKETING DATA ANALYST,CROSSIX SOLUTIONS INC.,NEW YORK,10018,2,2019,100.0,74443.0,0,large,0,0
581,LEAD MARKETING DATA ANALYST,CROSSIX SOLUTIONS INC.,NEW YORK,10018,2,2019,100.0,74443.0,0,large,0,0
582,LEAD MARKETING DATA ANALYST,CROSSIX SOLUTIONS INC.,NEW YORK,10018,2,2019,100.0,74443.0,0,large,0,0
583,DATA ENGINEER,SUPERLOGIX INC,NEW YORK,10011,2,2019,100.0,74443.0,1,medium,0,0
584,DATA ANALYST,KBRA ANALYTICS INC.,NEW YORK,10022,1,2019,100.0,51064.0,0,small,0,0
585,"NON-OFFICER, BIG DATA BUSINESS ANALYST",UBS FINANCIAL SERVICES INC.,NEW YORK,10019,2,2019,100.0,74443.0,0,large,0,0
586,"ANALYST, DATA ENGINEER (15-1199.08)",BARCLAYS SERVICES CORP.,NEW YORK,10019,2,2019,100.0,74443.0,1,large,0,0
587,"ANALYST, CLIENT DATA SCIENCE (15-1199.08)","PACIFIC INVESTEMENT MANAGEMENT COMPANY, LLC",NEW YORK,10019,2,2019,100.0,74443.0,0,small,0,0
588,DATA ENGINEER,KEANE SOFT INC.,NEW YORK,10005,2,2019,100.0,74443.0,1,small,0,0
589,DATA ANALYST,GALAXY3 LLC,NEW YORK,10016,1,2019,100.0,51064.0,0,small,0,0
590,"ASSOCIATE, MACHINE LEARNING DATA SCIENTIST MODELER",JPMORGAN CHASE & CO.,NEW YORK,10001,2,2019,100.0,74443.0,0,medium,0,0
591,BUSINESS DATA ANALYST,"AITA CONSULTING SERVICES, INC.",NEW YORK,10003,2,2019,100.0,74443.0,0,large,0,0
592,DATA ANALYST (20012.3267.1),"UNITED HEALTHCARE SERVICES, INC.",LOS ANGELES,90045,4,2019,73.9,138000.0,0,large,0,1
593,DATA ANALYST,KEANE SOFT INC.,NEW YORK,10005,2,2019,100.0,74443.0,0,small,0,0
